survey version standard shift  ATLAS-c0 ATLAS-o0 ATLAS-c1 ATLAS-o1 ATLAS-c2 ATLAS-o2 ATLAS-c3 ATLAS-o3 ATLAS-c4 ATLAS-o4 ATLAS-c5 ATLAS-o5 ATLAS-c6 ATLAS-o6 ATLAS-c7 ATLAS-o7 ATLAS-c8 ATLAS-o8 
ATLAS ATLAS sdssj151421 0 15.8423 16.2419 15.8423 16.2419 15.8423 16.2419 15.8423 16.2419 15.8423 16.2419 15.8423 16.2419 15.8423 16.2419 15.8423 16.2419 15.8423 16.2419
ATLAS ATLAS sdssj151421 0 15.8419 16.2414 15.8419 16.2414 15.8419 16.2414 15.8419 16.2414 15.8419 16.2414 15.8419 16.2414 15.8419 16.2414 15.8419 16.2414 15.8419 16.2414
ATLAS ATLAS sdssj151421 0 15.8436 16.2438 15.8436 16.2438 15.8436 16.2438 15.8436 16.2438 15.8436 16.2438 15.8436 16.2438 15.8436 16.2438 15.8436 16.2438 15.8436 16.2438
ATLAS ATLAS sdssj151421 0 15.8397 16.2392 15.8397 16.2392 15.8397 16.2392 15.8397 16.2392 15.8397 16.2392 15.8397 16.2392 15.8397 16.2392 15.8397 16.2392 15.8397 16.2392
ATLAS ATLAS sdssj151421 0 15.8422 16.2418 15.8422 16.2418 15.8422 16.2418 15.8422 16.2418 15.8422 16.2418 15.8422 16.2418 15.8422 16.2418 15.8422 16.2418 15.8422 16.2418
ATLAS ATLAS sdssj151421 0 15.8415 16.2404 15.8415 16.2404 15.8415 16.2404 15.8415 16.2404 15.8415 16.2404 15.8415 16.2404 15.8415 16.2404 15.8415 16.2404 15.8415 16.2404
ATLAS ATLAS sdssj151421 0 15.8419 16.2417 15.8419 16.2417 15.8419 16.2417 15.8419 16.2417 15.8419 16.2417 15.8419 16.2417 15.8419 16.2417 15.8419 16.2417 15.8419 16.2417
ATLAS ATLAS sdssj151421 0 15.8396 16.2395 15.8396 16.2395 15.8396 16.2395 15.8396 16.2395 15.8396 16.2395 15.8396 16.2395 15.8396 16.2395 15.8396 16.2395 15.8396 16.2395
ATLAS ATLAS sdssj151421 0 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404
ATLAS ATLAS sdssj151421 0 15.8423 16.2411 15.8423 16.2411 15.8423 16.2411 15.8423 16.2411 15.8423 16.2411 15.8423 16.2411 15.8423 16.2411 15.8423 16.2411 15.8423 16.2411
ATLAS ATLAS sdssj151421 0 15.8414 16.2412 15.8414 16.2412 15.8414 16.2412 15.8414 16.2412 15.8414 16.2412 15.8414 16.2412 15.8414 16.2412 15.8414 16.2412 15.8414 16.2412
ATLAS ATLAS sdssj151421 0 15.8404 16.2409 15.8404 16.2409 15.8404 16.2409 15.8404 16.2409 15.8404 16.2409 15.8404 16.2409 15.8404 16.2409 15.8404 16.2409 15.8404 16.2409
ATLAS ATLAS sdssj151421 0 15.8426 16.241 15.8426 16.241 15.8426 16.241 15.8426 16.241 15.8426 16.241 15.8426 16.241 15.8426 16.241 15.8426 16.241 15.8426 16.241
ATLAS ATLAS sdssj151421 0 15.8422 16.242 15.8422 16.242 15.8422 16.242 15.8422 16.242 15.8422 16.242 15.8422 16.242 15.8422 16.242 15.8422 16.242 15.8422 16.242
ATLAS ATLAS sdssj151421 0 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407
ATLAS ATLAS sdssj151421 0 15.8413 16.2409 15.8413 16.2409 15.8413 16.2409 15.8413 16.2409 15.8413 16.2409 15.8413 16.2409 15.8413 16.2409 15.8413 16.2409 15.8413 16.2409
ATLAS ATLAS sdssj151421 0 15.8432 16.2428 15.8432 16.2428 15.8432 16.2428 15.8432 16.2428 15.8432 16.2428 15.8432 16.2428 15.8432 16.2428 15.8432 16.2428 15.8432 16.2428
ATLAS ATLAS sdssj151421 0 15.8398 16.2398 15.8398 16.2398 15.8398 16.2398 15.8398 16.2398 15.8398 16.2398 15.8398 16.2398 15.8398 16.2398 15.8398 16.2398 15.8398 16.2398
ATLAS ATLAS sdssj151421 0 15.8397 16.2409 15.8397 16.2409 15.8397 16.2409 15.8397 16.2409 15.8397 16.2409 15.8397 16.2409 15.8397 16.2409 15.8397 16.2409 15.8397 16.2409
ATLAS ATLAS sdssj151421 0 15.841 16.2421 15.841 16.2421 15.841 16.2421 15.841 16.2421 15.841 16.2421 15.841 16.2421 15.841 16.2421 15.841 16.2421 15.841 16.2421
ATLAS ATLAS sdssj151421 0 15.8427 16.242 15.8427 16.242 15.8427 16.242 15.8427 16.242 15.8427 16.242 15.8427 16.242 15.8427 16.242 15.8427 16.242 15.8427 16.242
ATLAS ATLAS sdssj151421 0 15.8403 16.2399 15.8403 16.2399 15.8403 16.2399 15.8403 16.2399 15.8403 16.2399 15.8403 16.2399 15.8403 16.2399 15.8403 16.2399 15.8403 16.2399
ATLAS ATLAS sdssj151421 0 15.8413 16.2419 15.8413 16.2419 15.8413 16.2419 15.8413 16.2419 15.8413 16.2419 15.8413 16.2419 15.8413 16.2419 15.8413 16.2419 15.8413 16.2419
ATLAS ATLAS sdssj151421 0 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406
ATLAS ATLAS sdssj151421 0 15.842 16.2418 15.842 16.2418 15.842 16.2418 15.842 16.2418 15.842 16.2418 15.842 16.2418 15.842 16.2418 15.842 16.2418 15.842 16.2418
ATLAS ATLAS sdssj151421 0 15.8415 16.2411 15.8415 16.2411 15.8415 16.2411 15.8415 16.2411 15.8415 16.2411 15.8415 16.2411 15.8415 16.2411 15.8415 16.2411 15.8415 16.2411
ATLAS ATLAS sdssj151421 0 15.8414 16.2409 15.8414 16.2409 15.8414 16.2409 15.8414 16.2409 15.8414 16.2409 15.8414 16.2409 15.8414 16.2409 15.8414 16.2409 15.8414 16.2409
ATLAS ATLAS sdssj151421 0 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407 15.8409 16.2407
ATLAS ATLAS sdssj151421 0 15.8417 16.2422 15.8417 16.2422 15.8417 16.2422 15.8417 16.2422 15.8417 16.2422 15.8417 16.2422 15.8417 16.2422 15.8417 16.2422 15.8417 16.2422
ATLAS ATLAS sdssj151421 0 15.8419 16.2418 15.8419 16.2418 15.8419 16.2418 15.8419 16.2418 15.8419 16.2418 15.8419 16.2418 15.8419 16.2418 15.8419 16.2418 15.8419 16.2418
ATLAS ATLAS sdssj151421 0 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404 15.8395 16.2404
ATLAS ATLAS sdssj151421 0 15.8418 16.2414 15.8418 16.2414 15.8418 16.2414 15.8418 16.2414 15.8418 16.2414 15.8418 16.2414 15.8418 16.2414 15.8418 16.2414 15.8418 16.2414
ATLAS ATLAS sdssj151421 0 15.8428 16.2427 15.8428 16.2427 15.8428 16.2427 15.8428 16.2427 15.8428 16.2427 15.8428 16.2427 15.8428 16.2427 15.8428 16.2427 15.8428 16.2427
ATLAS ATLAS sdssj151421 0 15.843 16.2427 15.843 16.2427 15.843 16.2427 15.843 16.2427 15.843 16.2427 15.843 16.2427 15.843 16.2427 15.843 16.2427 15.843 16.2427
ATLAS ATLAS sdssj151421 0 15.8418 16.2412 15.8418 16.2412 15.8418 16.2412 15.8418 16.2412 15.8418 16.2412 15.8418 16.2412 15.8418 16.2412 15.8418 16.2412 15.8418 16.2412
ATLAS ATLAS sdssj151421 0 15.8401 16.2409 15.8401 16.2409 15.8401 16.2409 15.8401 16.2409 15.8401 16.2409 15.8401 16.2409 15.8401 16.2409 15.8401 16.2409 15.8401 16.2409
ATLAS ATLAS sdssj151421 0 15.8405 16.2409 15.8405 16.2409 15.8405 16.2409 15.8405 16.2409 15.8405 16.2409 15.8405 16.2409 15.8405 16.2409 15.8405 16.2409 15.8405 16.2409
ATLAS ATLAS sdssj151421 0 15.8404 16.2396 15.8404 16.2396 15.8404 16.2396 15.8404 16.2396 15.8404 16.2396 15.8404 16.2396 15.8404 16.2396 15.8404 16.2396 15.8404 16.2396
ATLAS ATLAS sdssj151421 0 15.8392 16.2387 15.8392 16.2387 15.8392 16.2387 15.8392 16.2387 15.8392 16.2387 15.8392 16.2387 15.8392 16.2387 15.8392 16.2387 15.8392 16.2387
ATLAS ATLAS sdssj151421 0 15.8411 16.2411 15.8411 16.2411 15.8411 16.2411 15.8411 16.2411 15.8411 16.2411 15.8411 16.2411 15.8411 16.2411 15.8411 16.2411 15.8411 16.2411
ATLAS ATLAS sdssj151421 0 15.8433 16.243 15.8433 16.243 15.8433 16.243 15.8433 16.243 15.8433 16.243 15.8433 16.243 15.8433 16.243 15.8433 16.243 15.8433 16.243
ATLAS ATLAS sdssj151421 0 15.8408 16.2404 15.8408 16.2404 15.8408 16.2404 15.8408 16.2404 15.8408 16.2404 15.8408 16.2404 15.8408 16.2404 15.8408 16.2404 15.8408 16.2404
ATLAS ATLAS sdssj151421 0 15.8408 16.2409 15.8408 16.2409 15.8408 16.2409 15.8408 16.2409 15.8408 16.2409 15.8408 16.2409 15.8408 16.2409 15.8408 16.2409 15.8408 16.2409
ATLAS ATLAS sdssj151421 0 15.8399 16.242 15.8399 16.242 15.8399 16.242 15.8399 16.242 15.8399 16.242 15.8399 16.242 15.8399 16.242 15.8399 16.242 15.8399 16.242
ATLAS ATLAS sdssj151421 0 15.8407 16.2403 15.8407 16.2403 15.8407 16.2403 15.8407 16.2403 15.8407 16.2403 15.8407 16.2403 15.8407 16.2403 15.8407 16.2403 15.8407 16.2403
ATLAS ATLAS sdssj151421 0 15.8396 16.2403 15.8396 16.2403 15.8396 16.2403 15.8396 16.2403 15.8396 16.2403 15.8396 16.2403 15.8396 16.2403 15.8396 16.2403 15.8396 16.2403
ATLAS ATLAS sdssj151421 0 15.8405 16.2401 15.8405 16.2401 15.8405 16.2401 15.8405 16.2401 15.8405 16.2401 15.8405 16.2401 15.8405 16.2401 15.8405 16.2401 15.8405 16.2401
ATLAS ATLAS sdssj151421 0 15.8422 16.2428 15.8422 16.2428 15.8422 16.2428 15.8422 16.2428 15.8422 16.2428 15.8422 16.2428 15.8422 16.2428 15.8422 16.2428 15.8422 16.2428
ATLAS ATLAS sdssj151421 0 15.8396 16.2388 15.8396 16.2388 15.8396 16.2388 15.8396 16.2388 15.8396 16.2388 15.8396 16.2388 15.8396 16.2388 15.8396 16.2388 15.8396 16.2388
ATLAS ATLAS sdssj151421 0 15.8422 16.2414 15.8422 16.2414 15.8422 16.2414 15.8422 16.2414 15.8422 16.2414 15.8422 16.2414 15.8422 16.2414 15.8422 16.2414 15.8422 16.2414
ATLAS ATLAS sdssj151421 0 15.8408 16.2403 15.8408 16.2403 15.8408 16.2403 15.8408 16.2403 15.8408 16.2403 15.8408 16.2403 15.8408 16.2403 15.8408 16.2403 15.8408 16.2403
ATLAS ATLAS sdssj151421 0 15.8417 16.2413 15.8417 16.2413 15.8417 16.2413 15.8417 16.2413 15.8417 16.2413 15.8417 16.2413 15.8417 16.2413 15.8417 16.2413 15.8417 16.2413
ATLAS ATLAS sdssj151421 0 15.841 16.2428 15.841 16.2428 15.841 16.2428 15.841 16.2428 15.841 16.2428 15.841 16.2428 15.841 16.2428 15.841 16.2428 15.841 16.2428
ATLAS ATLAS sdssj151421 0 15.8404 16.2412 15.8404 16.2412 15.8404 16.2412 15.8404 16.2412 15.8404 16.2412 15.8404 16.2412 15.8404 16.2412 15.8404 16.2412 15.8404 16.2412
ATLAS ATLAS sdssj151421 0 15.8411 16.2408 15.8411 16.2408 15.8411 16.2408 15.8411 16.2408 15.8411 16.2408 15.8411 16.2408 15.8411 16.2408 15.8411 16.2408 15.8411 16.2408
ATLAS ATLAS sdssj151421 0 15.8418 16.2427 15.8418 16.2427 15.8418 16.2427 15.8418 16.2427 15.8418 16.2427 15.8418 16.2427 15.8418 16.2427 15.8418 16.2427 15.8418 16.2427
ATLAS ATLAS sdssj151421 0 15.8411 16.2406 15.8411 16.2406 15.8411 16.2406 15.8411 16.2406 15.8411 16.2406 15.8411 16.2406 15.8411 16.2406 15.8411 16.2406 15.8411 16.2406
ATLAS ATLAS sdssj151421 0 15.8397 16.2395 15.8397 16.2395 15.8397 16.2395 15.8397 16.2395 15.8397 16.2395 15.8397 16.2395 15.8397 16.2395 15.8397 16.2395 15.8397 16.2395
ATLAS ATLAS sdssj151421 0 15.8415 16.2417 15.8415 16.2417 15.8415 16.2417 15.8415 16.2417 15.8415 16.2417 15.8415 16.2417 15.8415 16.2417 15.8415 16.2417 15.8415 16.2417
ATLAS ATLAS sdssj151421 0 15.8388 16.2393 15.8388 16.2393 15.8388 16.2393 15.8388 16.2393 15.8388 16.2393 15.8388 16.2393 15.8388 16.2393 15.8388 16.2393 15.8388 16.2393
ATLAS ATLAS sdssj151421 0 15.8397 16.2398 15.8397 16.2398 15.8397 16.2398 15.8397 16.2398 15.8397 16.2398 15.8397 16.2398 15.8397 16.2398 15.8397 16.2398 15.8397 16.2398
ATLAS ATLAS sdssj151421 0 15.841 16.2413 15.841 16.2413 15.841 16.2413 15.841 16.2413 15.841 16.2413 15.841 16.2413 15.841 16.2413 15.841 16.2413 15.841 16.2413
ATLAS ATLAS sdssj151421 0 15.8408 16.2412 15.8408 16.2412 15.8408 16.2412 15.8408 16.2412 15.8408 16.2412 15.8408 16.2412 15.8408 16.2412 15.8408 16.2412 15.8408 16.2412
ATLAS ATLAS sdssj151421 0 15.8406 16.2411 15.8406 16.2411 15.8406 16.2411 15.8406 16.2411 15.8406 16.2411 15.8406 16.2411 15.8406 16.2411 15.8406 16.2411 15.8406 16.2411
ATLAS ATLAS sdssj151421 0 15.8424 16.2427 15.8424 16.2427 15.8424 16.2427 15.8424 16.2427 15.8424 16.2427 15.8424 16.2427 15.8424 16.2427 15.8424 16.2427 15.8424 16.2427
ATLAS ATLAS sdssj151421 0 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406 15.8408 16.2406
ATLAS ATLAS sdssj151421 0 15.839 16.2385 15.839 16.2385 15.839 16.2385 15.839 16.2385 15.839 16.2385 15.839 16.2385 15.839 16.2385 15.839 16.2385 15.839 16.2385
ATLAS ATLAS sdssj151421 0 15.8424 16.2417 15.8424 16.2417 15.8424 16.2417 15.8424 16.2417 15.8424 16.2417 15.8424 16.2417 15.8424 16.2417 15.8424 16.2417 15.8424 16.2417
ATLAS ATLAS sdssj151421 0 15.841 16.2414 15.841 16.2414 15.841 16.2414 15.841 16.2414 15.841 16.2414 15.841 16.2414 15.841 16.2414 15.841 16.2414 15.841 16.2414
ATLAS ATLAS sdssj151421 0 15.8403 16.2412 15.8403 16.2412 15.8403 16.2412 15.8403 16.2412 15.8403 16.2412 15.8403 16.2412 15.8403 16.2412 15.8403 16.2412 15.8403 16.2412
ATLAS ATLAS sdssj151421 0 15.8409 16.2399 15.8409 16.2399 15.8409 16.2399 15.8409 16.2399 15.8409 16.2399 15.8409 16.2399 15.8409 16.2399 15.8409 16.2399 15.8409 16.2399
ATLAS ATLAS sdssj151421 0 15.8393 16.2404 15.8393 16.2404 15.8393 16.2404 15.8393 16.2404 15.8393 16.2404 15.8393 16.2404 15.8393 16.2404 15.8393 16.2404 15.8393 16.2404
ATLAS ATLAS sdssj151421 0 15.8413 16.2412 15.8413 16.2412 15.8413 16.2412 15.8413 16.2412 15.8413 16.2412 15.8413 16.2412 15.8413 16.2412 15.8413 16.2412 15.8413 16.2412
ATLAS ATLAS sdssj151421 0 15.8427 16.2409 15.8427 16.2409 15.8427 16.2409 15.8427 16.2409 15.8427 16.2409 15.8427 16.2409 15.8427 16.2409 15.8427 16.2409 15.8427 16.2409
ATLAS ATLAS sdssj151421 0 15.839 16.2393 15.839 16.2393 15.839 16.2393 15.839 16.2393 15.839 16.2393 15.839 16.2393 15.839 16.2393 15.839 16.2393 15.839 16.2393
ATLAS ATLAS sdssj151421 0 15.839 16.2388 15.839 16.2388 15.839 16.2388 15.839 16.2388 15.839 16.2388 15.839 16.2388 15.839 16.2388 15.839 16.2388 15.839 16.2388
ATLAS ATLAS sdssj151421 0 15.8394 16.24 15.8394 16.24 15.8394 16.24 15.8394 16.24 15.8394 16.24 15.8394 16.24 15.8394 16.24 15.8394 16.24 15.8394 16.24
ATLAS ATLAS sdssj151421 0 15.8403 16.2418 15.8403 16.2418 15.8403 16.2418 15.8403 16.2418 15.8403 16.2418 15.8403 16.2418 15.8403 16.2418 15.8403 16.2418 15.8403 16.2418
ATLAS ATLAS sdssj151421 0 15.8409 16.2411 15.8409 16.2411 15.8409 16.2411 15.8409 16.2411 15.8409 16.2411 15.8409 16.2411 15.8409 16.2411 15.8409 16.2411 15.8409 16.2411
ATLAS ATLAS sdssj151421 0 15.8411 16.2415 15.8411 16.2415 15.8411 16.2415 15.8411 16.2415 15.8411 16.2415 15.8411 16.2415 15.8411 16.2415 15.8411 16.2415 15.8411 16.2415
ATLAS ATLAS sdssj151421 0 15.8396 16.2394 15.8396 16.2394 15.8396 16.2394 15.8396 16.2394 15.8396 16.2394 15.8396 16.2394 15.8396 16.2394 15.8396 16.2394 15.8396 16.2394
ATLAS ATLAS sdssj151421 0 15.8404 16.2404 15.8404 16.2404 15.8404 16.2404 15.8404 16.2404 15.8404 16.2404 15.8404 16.2404 15.8404 16.2404 15.8404 16.2404 15.8404 16.2404
ATLAS ATLAS sdssj151421 0 15.8419 16.2424 15.8419 16.2424 15.8419 16.2424 15.8419 16.2424 15.8419 16.2424 15.8419 16.2424 15.8419 16.2424 15.8419 16.2424 15.8419 16.2424
ATLAS ATLAS sdssj155745 0 17.6521 18.1275 17.6521 18.1275 17.6521 18.1275 17.6521 18.1275 17.6521 18.1275 17.6521 18.1275 17.6521 18.1275 17.6521 18.1275 17.6521 18.1275
ATLAS ATLAS sdssj155745 0 17.6494 18.1262 17.6494 18.1262 17.6494 18.1262 17.6494 18.1262 17.6494 18.1262 17.6494 18.1262 17.6494 18.1262 17.6494 18.1262 17.6494 18.1262
ATLAS ATLAS sdssj155745 0 17.652 18.1257 17.652 18.1257 17.652 18.1257 17.652 18.1257 17.652 18.1257 17.652 18.1257 17.652 18.1257 17.652 18.1257 17.652 18.1257
ATLAS ATLAS sdssj155745 0 17.6498 18.1249 17.6498 18.1249 17.6498 18.1249 17.6498 18.1249 17.6498 18.1249 17.6498 18.1249 17.6498 18.1249 17.6498 18.1249 17.6498 18.1249
ATLAS ATLAS sdssj155745 0 17.651 18.1267 17.651 18.1267 17.651 18.1267 17.651 18.1267 17.651 18.1267 17.651 18.1267 17.651 18.1267 17.651 18.1267 17.651 18.1267
ATLAS ATLAS sdssj155745 0 17.6507 18.1271 17.6507 18.1271 17.6507 18.1271 17.6507 18.1271 17.6507 18.1271 17.6507 18.1271 17.6507 18.1271 17.6507 18.1271 17.6507 18.1271
ATLAS ATLAS sdssj155745 0 17.6499 18.1251 17.6499 18.1251 17.6499 18.1251 17.6499 18.1251 17.6499 18.1251 17.6499 18.1251 17.6499 18.1251 17.6499 18.1251 17.6499 18.1251
ATLAS ATLAS sdssj155745 0 17.6524 18.1291 17.6524 18.1291 17.6524 18.1291 17.6524 18.1291 17.6524 18.1291 17.6524 18.1291 17.6524 18.1291 17.6524 18.1291 17.6524 18.1291
ATLAS ATLAS sdssj155745 0 17.6511 18.1262 17.6511 18.1262 17.6511 18.1262 17.6511 18.1262 17.6511 18.1262 17.6511 18.1262 17.6511 18.1262 17.6511 18.1262 17.6511 18.1262
ATLAS ATLAS sdssj155745 0 17.6495 18.1258 17.6495 18.1258 17.6495 18.1258 17.6495 18.1258 17.6495 18.1258 17.6495 18.1258 17.6495 18.1258 17.6495 18.1258 17.6495 18.1258
ATLAS ATLAS sdssj155745 0 17.6531 18.1286 17.6531 18.1286 17.6531 18.1286 17.6531 18.1286 17.6531 18.1286 17.6531 18.1286 17.6531 18.1286 17.6531 18.1286 17.6531 18.1286
ATLAS ATLAS sdssj155745 0 17.6485 18.1243 17.6485 18.1243 17.6485 18.1243 17.6485 18.1243 17.6485 18.1243 17.6485 18.1243 17.6485 18.1243 17.6485 18.1243 17.6485 18.1243
ATLAS ATLAS sdssj155745 0 17.6522 18.1279 17.6522 18.1279 17.6522 18.1279 17.6522 18.1279 17.6522 18.1279 17.6522 18.1279 17.6522 18.1279 17.6522 18.1279 17.6522 18.1279
ATLAS ATLAS sdssj155745 0 17.6528 18.1286 17.6528 18.1286 17.6528 18.1286 17.6528 18.1286 17.6528 18.1286 17.6528 18.1286 17.6528 18.1286 17.6528 18.1286 17.6528 18.1286
ATLAS ATLAS sdssj155745 0 17.6516 18.1271 17.6516 18.1271 17.6516 18.1271 17.6516 18.1271 17.6516 18.1271 17.6516 18.1271 17.6516 18.1271 17.6516 18.1271 17.6516 18.1271
ATLAS ATLAS sdssj155745 0 17.6509 18.1284 17.6509 18.1284 17.6509 18.1284 17.6509 18.1284 17.6509 18.1284 17.6509 18.1284 17.6509 18.1284 17.6509 18.1284 17.6509 18.1284
ATLAS ATLAS sdssj155745 0 17.6509 18.1258 17.6509 18.1258 17.6509 18.1258 17.6509 18.1258 17.6509 18.1258 17.6509 18.1258 17.6509 18.1258 17.6509 18.1258 17.6509 18.1258
ATLAS ATLAS sdssj155745 0 17.6513 18.1269 17.6513 18.1269 17.6513 18.1269 17.6513 18.1269 17.6513 18.1269 17.6513 18.1269 17.6513 18.1269 17.6513 18.1269 17.6513 18.1269
ATLAS ATLAS sdssj155745 0 17.6519 18.1269 17.6519 18.1269 17.6519 18.1269 17.6519 18.1269 17.6519 18.1269 17.6519 18.1269 17.6519 18.1269 17.6519 18.1269 17.6519 18.1269
ATLAS ATLAS sdssj155745 0 17.6536 18.1291 17.6536 18.1291 17.6536 18.1291 17.6536 18.1291 17.6536 18.1291 17.6536 18.1291 17.6536 18.1291 17.6536 18.1291 17.6536 18.1291
ATLAS ATLAS sdssj155745 0 17.647 18.1227 17.647 18.1227 17.647 18.1227 17.647 18.1227 17.647 18.1227 17.647 18.1227 17.647 18.1227 17.647 18.1227 17.647 18.1227
ATLAS ATLAS sdssj155745 0 17.6525 18.1287 17.6525 18.1287 17.6525 18.1287 17.6525 18.1287 17.6525 18.1287 17.6525 18.1287 17.6525 18.1287 17.6525 18.1287 17.6525 18.1287
ATLAS ATLAS sdssj155745 0 17.6489 18.125 17.6489 18.125 17.6489 18.125 17.6489 18.125 17.6489 18.125 17.6489 18.125 17.6489 18.125 17.6489 18.125 17.6489 18.125
ATLAS ATLAS sdssj155745 0 17.6495 18.1257 17.6495 18.1257 17.6495 18.1257 17.6495 18.1257 17.6495 18.1257 17.6495 18.1257 17.6495 18.1257 17.6495 18.1257 17.6495 18.1257
ATLAS ATLAS sdssj155745 0 17.6495 18.1237 17.6495 18.1237 17.6495 18.1237 17.6495 18.1237 17.6495 18.1237 17.6495 18.1237 17.6495 18.1237 17.6495 18.1237 17.6495 18.1237
ATLAS ATLAS sdssj155745 0 17.6518 18.1275 17.6518 18.1275 17.6518 18.1275 17.6518 18.1275 17.6518 18.1275 17.6518 18.1275 17.6518 18.1275 17.6518 18.1275 17.6518 18.1275
ATLAS ATLAS sdssj155745 0 17.6509 18.1273 17.6509 18.1273 17.6509 18.1273 17.6509 18.1273 17.6509 18.1273 17.6509 18.1273 17.6509 18.1273 17.6509 18.1273 17.6509 18.1273
ATLAS ATLAS sdssj155745 0 17.6519 18.1275 17.6519 18.1275 17.6519 18.1275 17.6519 18.1275 17.6519 18.1275 17.6519 18.1275 17.6519 18.1275 17.6519 18.1275 17.6519 18.1275
ATLAS ATLAS sdssj155745 0 17.6486 18.1245 17.6486 18.1245 17.6486 18.1245 17.6486 18.1245 17.6486 18.1245 17.6486 18.1245 17.6486 18.1245 17.6486 18.1245 17.6486 18.1245
ATLAS ATLAS sdssj155745 0 17.6513 18.1266 17.6513 18.1266 17.6513 18.1266 17.6513 18.1266 17.6513 18.1266 17.6513 18.1266 17.6513 18.1266 17.6513 18.1266 17.6513 18.1266
ATLAS ATLAS sdssj155745 0 17.6518 18.1267 17.6518 18.1267 17.6518 18.1267 17.6518 18.1267 17.6518 18.1267 17.6518 18.1267 17.6518 18.1267 17.6518 18.1267 17.6518 18.1267
ATLAS ATLAS sdssj155745 0 17.655 18.1301 17.655 18.1301 17.655 18.1301 17.655 18.1301 17.655 18.1301 17.655 18.1301 17.655 18.1301 17.655 18.1301 17.655 18.1301
ATLAS ATLAS sdssj155745 0 17.6504 18.1243 17.6504 18.1243 17.6504 18.1243 17.6504 18.1243 17.6504 18.1243 17.6504 18.1243 17.6504 18.1243 17.6504 18.1243 17.6504 18.1243
ATLAS ATLAS sdssj155745 0 17.6505 18.1287 17.6505 18.1287 17.6505 18.1287 17.6505 18.1287 17.6505 18.1287 17.6505 18.1287 17.6505 18.1287 17.6505 18.1287 17.6505 18.1287
ATLAS ATLAS sdssj155745 0 17.6515 18.1268 17.6515 18.1268 17.6515 18.1268 17.6515 18.1268 17.6515 18.1268 17.6515 18.1268 17.6515 18.1268 17.6515 18.1268 17.6515 18.1268
ATLAS ATLAS sdssj155745 0 17.6528 18.1302 17.6528 18.1302 17.6528 18.1302 17.6528 18.1302 17.6528 18.1302 17.6528 18.1302 17.6528 18.1302 17.6528 18.1302 17.6528 18.1302
ATLAS ATLAS sdssj155745 0 17.6494 18.1237 17.6494 18.1237 17.6494 18.1237 17.6494 18.1237 17.6494 18.1237 17.6494 18.1237 17.6494 18.1237 17.6494 18.1237 17.6494 18.1237
ATLAS ATLAS sdssj155745 0 17.6518 18.1276 17.6518 18.1276 17.6518 18.1276 17.6518 18.1276 17.6518 18.1276 17.6518 18.1276 17.6518 18.1276 17.6518 18.1276 17.6518 18.1276
ATLAS ATLAS sdssj155745 0 17.6516 18.1254 17.6516 18.1254 17.6516 18.1254 17.6516 18.1254 17.6516 18.1254 17.6516 18.1254 17.6516 18.1254 17.6516 18.1254 17.6516 18.1254
ATLAS ATLAS sdssj155745 0 17.6511 18.1269 17.6511 18.1269 17.6511 18.1269 17.6511 18.1269 17.6511 18.1269 17.6511 18.1269 17.6511 18.1269 17.6511 18.1269 17.6511 18.1269
ATLAS ATLAS sdssj155745 0 17.6519 18.1271 17.6519 18.1271 17.6519 18.1271 17.6519 18.1271 17.6519 18.1271 17.6519 18.1271 17.6519 18.1271 17.6519 18.1271 17.6519 18.1271
ATLAS ATLAS sdssj155745 0 17.6502 18.1254 17.6502 18.1254 17.6502 18.1254 17.6502 18.1254 17.6502 18.1254 17.6502 18.1254 17.6502 18.1254 17.6502 18.1254 17.6502 18.1254
ATLAS ATLAS sdssj155745 0 17.6523 18.127 17.6523 18.127 17.6523 18.127 17.6523 18.127 17.6523 18.127 17.6523 18.127 17.6523 18.127 17.6523 18.127 17.6523 18.127
ATLAS ATLAS sdssj155745 0 17.6528 18.1281 17.6528 18.1281 17.6528 18.1281 17.6528 18.1281 17.6528 18.1281 17.6528 18.1281 17.6528 18.1281 17.6528 18.1281 17.6528 18.1281
ATLAS ATLAS sdssj155745 0 17.6543 18.1297 17.6543 18.1297 17.6543 18.1297 17.6543 18.1297 17.6543 18.1297 17.6543 18.1297 17.6543 18.1297 17.6543 18.1297 17.6543 18.1297
